seed,source_timestep,target_timestep,total_depth,reset_depth,oracle_error,free_error,reset_error,free_minus_oracle,reset_minus_oracle,reset_gain,pre_reset_state_gap,recovery_ratio
3,20,16,4,3,0.00014463737898040563,0.00016336367116309702,0.0001495014876127243,1.8726292182691395e-05,4.8641086323186755e-06,1.386218355037272e-05,3.3236638046219014e-06,0.7402524437371247
3,20,12,8,2,0.00011819796782219782,0.00015928680659271777,0.00014966956223361194,4.108883877051994e-05,3.147159441141412e-05,9.617244359105825e-06,1.4886926464896533e-06,0.23405977503569464
3,20,12,8,4,0.00011819796782219782,0.00015928680659271777,0.00013962316734250635,4.108883877051994e-05,2.1425199520308524e-05,1.9663639250211418e-05,5.861483714397764e-06,0.47856400517990577
3,20,12,8,6,0.00011819796782219782,0.00015928680659271777,0.00012912343663629144,4.108883877051994e-05,1.092546881409362e-05,3.0163369956426322e-05,1.2998070815228857e-05,0.7341012999877639
3,20,4,16,4,6.306226714514196e-05,0.00016958615742623806,0.0001472549483878538,0.0001065238902810961,8.419268124271184e-05,2.233120903838426e-05,5.861483714397764e-06,0.2096356881020444
3,20,4,16,8,6.306226714514196e-05,0.00016958615742623806,0.00012239489296916872,0.0001065238902810961,5.9332625824026763e-05,4.719126445706934e-05,2.2771773728891276e-05,0.4430110873020188
3,20,4,16,12,6.306226714514196e-05,0.00016958615742623806,9.474928810959682e-05,0.0001065238902810961,3.168702096445486e-05,7.483686931664124e-05,4.9865167966345325e-05,0.7025360144016625
4,90,86,4,1,0.004693102091550827,0.004814851097762585,0.00477953813970089,0.00012174900621175766,8.643604815006256e-05,3.53129580616951e-05,3.785444960158202e-06,0.29004719759498804
4,90,86,4,2,0.004693102091550827,0.004814851097762585,0.004746551159769297,0.00012174900621175766,5.344906821846962e-05,6.829993799328804e-05,1.39574867716874e-05,0.560989696084206
4,90,86,4,3,0.004693102091550827,0.004814851097762585,0.004717894829809666,0.00012174900621175766,2.4792738258838654e-05,9.6956267952919e-05,2.9154094590921886e-05,0.7963618839260443
4,90,82,8,2,0.0029489670414477587,0.0030992997344583273,0.003050372703000903,0.00015033269301056862,0.00010140566155314445,4.8927031457424164e-05,1.39574867716874e-05,0.3254583582427045
4,90,82,8,4,0.0029489670414477587,0.0030992997344583273,0.0030105290934443474,0.00015033269301056862,6.156205199658871e-05,8.877064101397991e-05,4.8493693611817434e-05,0.5904945839541317
4,90,82,8,6,0.0029489670414477587,0.0030992997344583273,0.0029775318689644337,0.00015033269301056862,2.8564827516674995e-05,0.00012176786549389362,9.73782516666688e-05,0.8099892515417997
4,90,74,16,4,0.0015600241022184491,0.001732228440232575,0.001671354752033949,0.00017220433801412582,0.00011133064981549978,6.087368819862604e-05,4.8493693611817434e-05,0.35349683347484895
4,90,74,16,8,0.0015600241022184491,0.001732228440232575,0.0016256949165835977,0.00017220433801412582,6.567081436514854e-05,0.00010653352364897728,0.00015569674724247307,0.6186459927637734
4,90,74,16,12,0.0015600241022184491,0.001732228440232575,0.0015891242073848844,0.00017220433801412582,2.9100105166435242e-05,0.00014310423284769058,0.00029094028286635876,0.8310140992844897
4,50,46,4,1,0.0004967807326465845,0.000513337436132133,0.0005090055055916309,1.6556703485548496e-05,1.2224772945046425e-05,4.331930540502071e-06,6.34073785477085e-07,0.2616420922367302
4,50,46,4,2,0.0004967807326465845,0.000513337436132133,0.0005047655431553721,1.6556703485548496e-05,7.984810508787632e-06,8.571892976760864e-06,2.4437820229650242e-06,0.5177294492374543
4,50,46,4,3,0.0004967807326465845,0.000513337436132133,0.0005007852450944483,1.6556703485548496e-05,4.004512447863817e-06,1.2552191037684679e-05,5.326954578777077e-06,0.7581334683344935
4,50,42,8,2,0.00044624030124396086,0.00048087825416587293,0.00047247065231204033,3.4637952921912074e-05,2.623035106807947e-05,8.407601853832603e-06,2.4437820229650242e-06,0.242728023586923
4,50,42,8,4,0.00044624030124396086,0.00048087825416587293,0.00046382672735489905,3.4637952921912074e-05,1.758642611093819e-05,1.7051526810973883e-05,9.164462426269893e-06,0.4922787108526565
